rdtProductcode,rdtSuboutletcode,fillmethod2,searchtextrdt,rdtCode,rdtBrand_search,parasite_search,anti_search,rdtManu_search,confirmRDT_search,r1,r3,r3_lbl,r2,r2_lbl,r4,rdtBrand,r5code,r5code_other,self,r13,r14,r15a,r15b,r15c,r16a,r16b,r16c,r17n,r17p,r12a,r12b,r19,PARENT_KEY,KEY,SET-OF-rdtAudit
01,1-221170-421761-R-01,1,FIR,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,20,1,1,300,300,0,,,75,10500,,,NONE,uuid:b7b959ed-35ca-494f-9dbb-2540aee4f44e,uuid:b7b959ed-35ca-494f-9dbb-2540aee4f44e/consent_group-section6-rdtAudit[1],uuid:b7b959ed-35ca-494f-9dbb-2540aee4f44e/consent_group-section6-rdtAudit
01,1-221170-709175-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,6,0,1,700,700,0,,,50,-9888,,,,uuid:85ea99e0-9b19-4755-b2fb-bd9c107d5f45,uuid:85ea99e0-9b19-4755-b2fb-bd9c107d5f45/consent_group-section6-rdtAudit[1],uuid:85ea99e0-9b19-4755-b2fb-bd9c107d5f45/consent_group-section6-rdtAudit
01,1-221170-254640-R-01,1,FIRST,1026,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,Pf/Pan,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,2,,1,6,1,1,300,300,0,,,25,4000,,,,uuid:5d260219-13fe-4753-8b3c-1cf81c48d94e,uuid:5d260219-13fe-4753-8b3c-1cf81c48d94e/consent_group-section6-rdtAudit[1],uuid:5d260219-13fe-4753-8b3c-1cf81c48d94e/consent_group-section6-rdtAudit
01,1-221170-132875-R-01,1,MALARIA,1032,Malaria Pf/ Pan Rapid Test Cassette,Pf/Pan,HRP2/Aldolase,Hangzhou AllTest Biotech Co. Ltd.,1,,,,,,,Malaria Pf/ Pan Rapid Test Cassette,2,,1,12,0,1,400,400,0,,,25,2500,,,NO,uuid:bc16ce4f-83fd-4c86-89a1-1055237ca33e,uuid:bc16ce4f-83fd-4c86-89a1-1055237ca33e/consent_group-section6-rdtAudit[1],uuid:bc16ce4f-83fd-4c86-89a1-1055237ca33e/consent_group-section6-rdtAudit
01,1-221166-136291-R-01,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,2,0,1,1000,1000,0,,,25,-9888,,,NONE,uuid:e1aa3d16-5b82-4841-8a88-d4ef5d6a4ab1,uuid:e1aa3d16-5b82-4841-8a88-d4ef5d6a4ab1/consent_group-section6-rdtAudit[1],uuid:e1aa3d16-5b82-4841-8a88-d4ef5d6a4ab1/consent_group-section6-rdtAudit
01,1-221166-657396-R-01,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,10,1,1,700,700,0,,,25,-9888,,,THE PROVIDER DON'T KNOW THE ACTUAL TOTAL PURCHASE PRICE,uuid:7018f06c-61fd-40be-b498-df49433e571b,uuid:7018f06c-61fd-40be-b498-df49433e571b/consent_group-section6-rdtAudit[1],uuid:7018f06c-61fd-40be-b498-df49433e571b/consent_group-section6-rdtAudit
01,1-221166-514807-R-01,1,Adv,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,0,0,1,300,300,0,,,25,1200,,,SHE DOES NOT USE IT PRESENTLY BUT AVAILABILITY IN THE OUTLET BECAUSE OF FALSE RESULT,uuid:14db1b9e-25a1-4ade-a86d-f5bcde0cb5af,uuid:14db1b9e-25a1-4ade-a86d-f5bcde0cb5af/consent_group-section6-rdtAudit[1],uuid:14db1b9e-25a1-4ade-a86d-f5bcde0cb5af/consent_group-section6-rdtAudit
01,1-221166-156504-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,0,1,500,500,0,,,25,7500,,,NO,uuid:6bfd628f-5d72-4eac-8793-41be2606fa44,uuid:6bfd628f-5d72-4eac-8793-41be2606fa44/consent_group-section6-rdtAudit[1],uuid:6bfd628f-5d72-4eac-8793-41be2606fa44/consent_group-section6-rdtAudit
01,1-221166-765364-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,4,0,1,200,200,0,,,25,2300,,,NO,uuid:72338752-de88-4ac1-bb14-8d3168b04de1,uuid:72338752-de88-4ac1-bb14-8d3168b04de1/consent_group-section6-rdtAudit[1],uuid:72338752-de88-4ac1-bb14-8d3168b04de1/consent_group-section6-rdtAudit
01,1-221166-398176-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,0,12,0,1,1000,1000,0,,,36,-9888,,,NONE,uuid:a57d68b3-f167-447b-9234-9c080ef036b6,uuid:a57d68b3-f167-447b-9234-9c080ef036b6/consent_group-section6-rdtAudit[1],uuid:a57d68b3-f167-447b-9234-9c080ef036b6/consent_group-section6-rdtAudit
01,1-221166-065894-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,30,0,1,100,100,0,,,75,0,,,THE FIRST RESPONSE RDT WAS GIVING TO THE OUTLET FOR FREE BY AN INTERVENTION BODY(NGO).,uuid:49a3c2ce-62cf-45a4-b7b8-d4e22d6d373c,uuid:49a3c2ce-62cf-45a4-b7b8-d4e22d6d373c/consent_group-section6-rdtAudit[1],uuid:49a3c2ce-62cf-45a4-b7b8-d4e22d6d373c/consent_group-section6-rdtAudit
01,1-221166-332463-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,98,2,0,0,,,0,,,1,400,,,NONE,uuid:2d55f3f4-d334-4eed-af5c-a7dea15f5d72,uuid:2d55f3f4-d334-4eed-af5c-a7dea15f5d72/consent_group-section6-rdtAudit[1],uuid:2d55f3f4-d334-4eed-af5c-a7dea15f5d72/consent_group-section6-rdtAudit
01,1-221166-634301-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,0,1,500,500,0,,,25,2500,,,NONE,uuid:00aa782b-be46-4315-bbb6-76dbe4d11042,uuid:00aa782b-be46-4315-bbb6-76dbe4d11042/consent_group-section6-rdtAudit[1],uuid:00aa782b-be46-4315-bbb6-76dbe4d11042/consent_group-section6-rdtAudit
01,1-221166-858582-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,13,0,0,,,0,,,25,3500,,,NONE,uuid:07739124-fd25-466c-a88b-1d4dc910d0b5,uuid:07739124-fd25-466c-a88b-1d4dc910d0b5/consent_group-section6-rdtAudit[1],uuid:07739124-fd25-466c-a88b-1d4dc910d0b5/consent_group-section6-rdtAudit
01,1-221166-056608-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,12,1,1,400,400,0,,,25,2500,,,NO,uuid:a02d7c2a-f464-4241-b8c6-b295eeba83cf,uuid:a02d7c2a-f464-4241-b8c6-b295eeba83cf/consent_group-section6-rdtAudit[1],uuid:a02d7c2a-f464-4241-b8c6-b295eeba83cf/consent_group-section6-rdtAudit
01,1-221166-158626-R-01,1,First,1028,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,Pf/Pv,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,2,,1,10,1,1,200,200,0,,,-9888,-9888,,,,uuid:06444908-b400-4506-b837-c9a4d10fe576,uuid:06444908-b400-4506-b837-c9a4d10fe576/consent_group-section6-rdtAudit[1],uuid:06444908-b400-4506-b837-c9a4d10fe576/consent_group-section6-rdtAudit
01,1-221166-829821-R-01,1,First,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,50,0,0,,,1,120,120,125,13000,25,3000,,uuid:6dc01a98-8ac9-4d79-b6a9-02bd8fdfe065,uuid:6dc01a98-8ac9-4d79-b6a9-02bd8fdfe065/consent_group-section6-rdtAudit[1],uuid:6dc01a98-8ac9-4d79-b6a9-02bd8fdfe065/consent_group-section6-rdtAudit
01,1-221166-967399-R-01,1,Par,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,10,0,1,200,200,0,,,25,2500,,,NO COMMENT(S),uuid:77854091-abcc-4e86-80c3-772b1637e22b,uuid:77854091-abcc-4e86-80c3-772b1637e22b/consent_group-section6-rdtAudit[1],uuid:77854091-abcc-4e86-80c3-772b1637e22b/consent_group-section6-rdtAudit
01,1-221166-810783-R-01,1,STA,1044,STANDARD Q Malaria Pf Ag Test,Pf,HRP2,"SD Biosensor, Inc.",1,,,,,,,STANDARD Q Malaria Pf Ag Test,996,KOREA,1,25,0,1,0,0,0,,,250,0,0,0,THE OUTLET GIVE RDTS FREE,uuid:acf8f7d1-bd6b-4878-b8d3-fd4d2d60fc05,uuid:acf8f7d1-bd6b-4878-b8d3-fd4d2d60fc05/consent_group-section6-rdtAudit[1],uuid:acf8f7d1-bd6b-4878-b8d3-fd4d2d60fc05/consent_group-section6-rdtAudit
01,1-113082-308233-R-01,1,MALARIA PF,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,6,0,1,1000,1000,1,200,200,25,3750,,,NONE,uuid:dee9fa56-dbd1-47c3-9c17-312815398d48,uuid:dee9fa56-dbd1-47c3-9c17-312815398d48/consent_group-section6-rdtAudit[1],uuid:dee9fa56-dbd1-47c3-9c17-312815398d48/consent_group-section6-rdtAudit
01,1-307237-375640-R-01,2,,,,,,,,Healthcheck  malaria Parasite,1,Pf,8,Not indicated,Artron,Healthcheck  malaria Parasite,8,,1,-9888,1,0,,,1,-9888,-9888,-9888,-9888,,,None,uuid:4345ba87-7f99-4d96-9cc3-fa2dd94120b9,uuid:4345ba87-7f99-4d96-9cc3-fa2dd94120b9/consent_group-section6-rdtAudit[1],uuid:4345ba87-7f99-4d96-9cc3-fa2dd94120b9/consent_group-section6-rdtAudit
01,1-307237-015371-R-01,1,First,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,12,0,1,1000,1000,0,,,25,5500,,,,uuid:61250850-5d6f-40cd-9c02-5e84cc69bc61,uuid:61250850-5d6f-40cd-9c02-5e84cc69bc61/consent_group-section6-rdtAudit[1],uuid:61250850-5d6f-40cd-9c02-5e84cc69bc61/consent_group-section6-rdtAudit
01,1-221165-502582-R-01,1,Sd,.,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,Pf/Pan,HRP2/pLDH,ABON BIOPHARM (HANGZOU) Co LTD,1,,,,,,,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,2,,1,10,0,1,500,500,0,,,150,-9888,-9888,-9888,NO,uuid:e6e164e7-921a-4467-ab22-0bb3aae000e7,uuid:e6e164e7-921a-4467-ab22-0bb3aae000e7/consent_group-section6-rdtAudit[1],uuid:e6e164e7-921a-4467-ab22-0bb3aae000e7/consent_group-section6-rdtAudit
01,1-221165-743270-R-01,1,FIRST RESPONSE,1026,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,Pf/Pan,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,2,,1,10,1,1,400,400,1,25,2500,-9777,-9777,,,NO,uuid:98f3336a-5e84-404f-9759-0b2d04514b86,uuid:98f3336a-5e84-404f-9759-0b2d04514b86/consent_group-section6-rdtAudit[1],uuid:98f3336a-5e84-404f-9759-0b2d04514b86/consent_group-section6-rdtAudit
01,1-221165-278657-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,1,1,250,250,0,,,25,3750,,,NO,uuid:81515310-0728-45f7-a728-c545b4c5a3bc,uuid:81515310-0728-45f7-a728-c545b4c5a3bc/consent_group-section6-rdtAudit[1],uuid:81515310-0728-45f7-a728-c545b4c5a3bc/consent_group-section6-rdtAudit
01,1-221165-576724-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,20,1,1,300,300,0,,,25,3750,,,NO,uuid:02188c8a-b1c5-4c13-b634-3da048086500,uuid:02188c8a-b1c5-4c13-b634-3da048086500/consent_group-section6-rdtAudit[1],uuid:02188c8a-b1c5-4c13-b634-3da048086500/consent_group-section6-rdtAudit
01,1-221165-007548-R-01,1,BIO,.,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,Pf/Pan,HRP2/pLDH,ABON BIOPHARM (HANGZOU) Co LTD,1,,,,,,,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,998,,1,7,1,1,300,300,0,,,20,1500,,,,uuid:915b58eb-80c1-493c-be2a-4b1a65067397,uuid:915b58eb-80c1-493c-be2a-4b1a65067397/consent_group-section6-rdtAudit[1],uuid:915b58eb-80c1-493c-be2a-4b1a65067397/consent_group-section6-rdtAudit
01,1-221165-073451-R-01,1,Fir,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,6,0,1,300,200,0,,,25,3500,,,NO COMMENT(S),uuid:86e2661c-d6c0-40fc-9218-4f8c2c7c9af3,uuid:86e2661c-d6c0-40fc-9218-4f8c2c7c9af3/consent_group-section6-rdtAudit[1],uuid:86e2661c-d6c0-40fc-9218-4f8c2c7c9af3/consent_group-section6-rdtAudit
02,1-221165-073451-R-02,1,Dx,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,2,0,1,300,200,0,,,25,3500,,,NO COMMENT(S),uuid:86e2661c-d6c0-40fc-9218-4f8c2c7c9af3,uuid:86e2661c-d6c0-40fc-9218-4f8c2c7c9af3/consent_group-section6-rdtAudit[2],uuid:86e2661c-d6c0-40fc-9218-4f8c2c7c9af3/consent_group-section6-rdtAudit
01,1-221165-980967-R-01,1,PAR,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,0,3,0,1,500,500,0,,,50,7500,,,THE OUTLET RESORT TO MICROSCOPIC TEST INCASE THE RDT FAILS.,uuid:4cc3e3de-4565-4b0e-be50-8c6d03c04315,uuid:4cc3e3de-4565-4b0e-be50-8c6d03c04315/consent_group-section6-rdtAudit[1],uuid:4cc3e3de-4565-4b0e-be50-8c6d03c04315/consent_group-section6-rdtAudit
01,1-221165-503992-R-01,1,PARA,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,15,0,1,300,300,0,,,25,4125,,,NONE,uuid:c38e5b5c-733b-4a58-a25f-65f4c0e6bfa6,uuid:c38e5b5c-733b-4a58-a25f-65f4c0e6bfa6/consent_group-section6-rdtAudit[1],uuid:c38e5b5c-733b-4a58-a25f-65f4c0e6bfa6/consent_group-section6-rdtAudit
01,1-221165-058450-R-01,1,FIRST,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,46,0,1,500,500,0,,,75,4000,,,NONE,uuid:3c516f4d-3edb-4d6d-ad24-6734af94c78c,uuid:3c516f4d-3edb-4d6d-ad24-6734af94c78c/consent_group-section6-rdtAudit[1],uuid:3c516f4d-3edb-4d6d-ad24-6734af94c78c/consent_group-section6-rdtAudit
01,1-221165-167985-R-01,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,0,20,0,0,,,0,,,25,2400,-9888,-9888,NONE,uuid:30036536-27f6-4a22-b287-2f7eac5a63fa,uuid:30036536-27f6-4a22-b287-2f7eac5a63fa/consent_group-section6-rdtAudit[1],uuid:30036536-27f6-4a22-b287-2f7eac5a63fa/consent_group-section6-rdtAudit
01,1-221165-863816-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,1,,1,20,0,1,1000,1000,0,,,50,-9888,,,,uuid:89051b6a-861c-4b3a-a9d3-3d6bd2fc3185,uuid:89051b6a-861c-4b3a-a9d3-3d6bd2fc3185/consent_group-section6-rdtAudit[1],uuid:89051b6a-861c-4b3a-a9d3-3d6bd2fc3185/consent_group-section6-rdtAudit
01,1-221165-908326-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,6,0,1,350,350,0,,,25,-9888,,,,uuid:8b64bb5a-57de-49c8-babb-ac9bfe3e70bd,uuid:8b64bb5a-57de-49c8-babb-ac9bfe3e70bd/consent_group-section6-rdtAudit[1],uuid:8b64bb5a-57de-49c8-babb-ac9bfe3e70bd/consent_group-section6-rdtAudit
01,1-221165-947330-R-01,1,Care,1010,CareStart Malaria HRP2 (Pf),Pf,HRP2,"Access Bio, Inc.",1,,,,,,,CareStart Malaria HRP2 (Pf),13,,1,10,1,1,500,500,0,,,25,3500,,,NO COMMENT(S),uuid:943cf5a6-ac68-4a4f-babc-9b7c900bf257,uuid:943cf5a6-ac68-4a4f-babc-9b7c900bf257/consent_group-section6-rdtAudit[1],uuid:943cf5a6-ac68-4a4f-babc-9b7c900bf257/consent_group-section6-rdtAudit
01,1-221165-997185-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,5,0,1,300,300,0,,,25,3750,,,NONE,uuid:044beb5f-a834-4d2b-a7df-10a6474c222c,uuid:044beb5f-a834-4d2b-a7df-10a6474c222c/consent_group-section6-rdtAudit[1],uuid:044beb5f-a834-4d2b-a7df-10a6474c222c/consent_group-section6-rdtAudit
01,1-221165-184150-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,20,0,1,500,300,0,,,-9888,-9888,,,,uuid:d51ec760-fec9-4c49-8f44-e63ded60b660,uuid:d51ec760-fec9-4c49-8f44-e63ded60b660/consent_group-section6-rdtAudit[1],uuid:d51ec760-fec9-4c49-8f44-e63ded60b660/consent_group-section6-rdtAudit
02,1-221165-184150-R-02,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,10,0,1,500,300,0,,,-9888,-9888,,,,uuid:d51ec760-fec9-4c49-8f44-e63ded60b660,uuid:d51ec760-fec9-4c49-8f44-e63ded60b660/consent_group-section6-rdtAudit[2],uuid:d51ec760-fec9-4c49-8f44-e63ded60b660/consent_group-section6-rdtAudit
01,1-221165-606298-R-01,1,FIR,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,0,1,200,200,0,,,25,3500,,,NO,uuid:005650a0-e09d-4552-898a-f3cb1c95ba4e,uuid:005650a0-e09d-4552-898a-f3cb1c95ba4e/consent_group-section6-rdtAudit[1],uuid:005650a0-e09d-4552-898a-f3cb1c95ba4e/consent_group-section6-rdtAudit
01,1-221165-451596-R-01,1,FIR,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,0,1,300,300,0,,,25,2000,,,NO,uuid:13d9d717-a90e-4a2e-be36-772d52eb6de4,uuid:13d9d717-a90e-4a2e-be36-772d52eb6de4/consent_group-section6-rdtAudit[1],uuid:13d9d717-a90e-4a2e-be36-772d52eb6de4/consent_group-section6-rdtAudit
01,1-221165-312439-R-01,1,FIR,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,4,0,1,200,200,0,,,25,3700,,,NO,uuid:41f158af-9912-4a75-901e-bd53f74bb16b,uuid:41f158af-9912-4a75-901e-bd53f74bb16b/consent_group-section6-rdtAudit[1],uuid:41f158af-9912-4a75-901e-bd53f74bb16b/consent_group-section6-rdtAudit
01,1-221165-624141-R-01,1,CARESTART,1011,CareStart Malaria HRP2/pLDH (Pf),Pf,HRP2/pLDH,"Access Bio, Inc.",1,,,,,,,CareStart Malaria HRP2/pLDH (Pf),998,,1,5,1,1,-9888,-9888,0,,,-9888,-9888,,,"FOR MICROSCOPY TEST THERE ARE 3 PATIENTS i.e: NHIS, HMO, PAYING... SO THE NHIS AND THE HMO IS LIKE AN INSURANCE POLICY FROM THEIR FIRM AND THE COST VARIES WITH THOSE PAYING. FOR CARESTART THE TEST IS ADMINISTERED FREE. THE PERSON INCHARGE DON'T KNOW THE PURCHASE PRICE OR TOTAL PURCHASE.",uuid:725878d3-923a-4135-b85b-5d1988e1aa2f,uuid:725878d3-923a-4135-b85b-5d1988e1aa2f/consent_group-section6-rdtAudit[1],uuid:725878d3-923a-4135-b85b-5d1988e1aa2f/consent_group-section6-rdtAudit
01,1-221165-824578-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,0,1,1000,500,0,,,-9888,-9888,,,NOTHING,uuid:5ddbe79f-ba70-424e-8b48-317f1335e2ce,uuid:5ddbe79f-ba70-424e-8b48-317f1335e2ce/consent_group-section6-rdtAudit[1],uuid:5ddbe79f-ba70-424e-8b48-317f1335e2ce/consent_group-section6-rdtAudit
01,1-221166-101233-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,998,,0,8,0,1,500,500,0,,,-9888,-9888,,,NOTHING.,uuid:75c2c725-b3cd-4ff9-9b53-f891d835db43,uuid:75c2c725-b3cd-4ff9-9b53-f891d835db43/consent_group-section6-rdtAudit[1],uuid:75c2c725-b3cd-4ff9-9b53-f891d835db43/consent_group-section6-rdtAudit
01,1-308242-171573-R-01,1,Adv,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,0,4,0,1,1000,1000,0,,,25,-9888,,,No,uuid:cc8678a0-ab5f-4a47-bc21-68ad8aa3f1b7,uuid:cc8678a0-ab5f-4a47-bc21-68ad8aa3f1b7/consent_group-section6-rdtAudit[1],uuid:cc8678a0-ab5f-4a47-bc21-68ad8aa3f1b7/consent_group-section6-rdtAudit
01,1-308242-922624-R-01,2,,,,,,,,Dr Greg Malaria P.f Antigen,1,Pf,8,Not indicated,Dr Greg's,Dr Greg Malaria P.f Antigen,20,,1,-9888,0,0,,,1,3850,3850,25,-9888,,,"The headquarters supply the other branches, the drugs and RDT, so the pharmacist does not know the suppliers' information",uuid:e52c1e63-9c87-4417-b782-d0cacbaed951,uuid:e52c1e63-9c87-4417-b782-d0cacbaed951/consent_group-section6-rdtAudit[1],uuid:e52c1e63-9c87-4417-b782-d0cacbaed951/consent_group-section6-rdtAudit
01,1-217147-429228-R-01,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,0,1,1,300,300,0,,,25,3500,,,IT WAS KEPT ON THE FLOOR BECAUSE IT HAS EXPIRED,uuid:6a23bfda-1127-46e1-8abb-baa2991989ec,uuid:6a23bfda-1127-46e1-8abb-baa2991989ec/consent_group-section6-rdtAudit[1],uuid:6a23bfda-1127-46e1-8abb-baa2991989ec/consent_group-section6-rdtAudit
01,1-217147-104129-R-01,1,First,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,6,1,1,300,300,1,250,250,0,0,,,THEY WERE GIVEN FREE BY NMEP,uuid:1cc068c3-24f4-44f7-a4ac-eb661c4a6790,uuid:1cc068c3-24f4-44f7-a4ac-eb661c4a6790/consent_group-section6-rdtAudit[1],uuid:1cc068c3-24f4-44f7-a4ac-eb661c4a6790/consent_group-section6-rdtAudit
